taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_1,MSRCPSP task 1,Source 200_20_150_9_D5.def task 1,26,,MEDIUM,,Q0:3,"PROJECT_COMPLETION:0.00606061,Q0_DELIVERY_COMPLETION:0.06666667"
TASK_2,MSRCPSP task 2,Source 200_20_150_9_D5.def task 2,23,,MEDIUM,,Q7:1,"PROJECT_COMPLETION:0.00606061,Q7_DELIVERY_COMPLETION:0.04761905"
TASK_3,MSRCPSP task 3,Source 200_20_150_9_D5.def task 3,17,,MEDIUM,,Q7:2,"PROJECT_COMPLETION:0.00606061,Q7_DELIVERY_COMPLETION:0.04761905"
TASK_4,MSRCPSP task 4,Source 200_20_150_9_D5.def task 4,30,,MEDIUM,TASK_3,Q3:1,"PROJECT_COMPLETION:0.00606061,Q3_DELIVERY_COMPLETION:0.04761905"
TASK_5,MSRCPSP task 5,Source 200_20_150_9_D5.def task 5,31,,MEDIUM,"TASK_4,TASK_1",Q1:3,"PROJECT_COMPLETION:0.00606061,Q1_DELIVERY_COMPLETION:0.07142857"
TASK_6,MSRCPSP task 6,Source 200_20_150_9_D5.def task 6,21,,MEDIUM,TASK_5,Q4:3,"PROJECT_COMPLETION:0.00606061,Q4_DELIVERY_COMPLETION:0.05263158"
TASK_7,MSRCPSP task 7,Source 200_20_150_9_D5.def task 7,25,,MEDIUM,TASK_6,Q5:2,"PROJECT_COMPLETION:0.00606061,Q5_DELIVERY_COMPLETION:0.05000000"
TASK_8,MSRCPSP task 8,Source 200_20_150_9_D5.def task 8,36,,MEDIUM,TASK_6,Q7:1,"PROJECT_COMPLETION:0.00606061,Q7_DELIVERY_COMPLETION:0.04761905"
TASK_9,MSRCPSP task 9,Source 200_20_150_9_D5.def task 9,37,,MEDIUM,"TASK_8,TASK_6",Q6:2,"PROJECT_COMPLETION:0.00606061,Q6_DELIVERY_COMPLETION:0.04166667"
TASK_10,MSRCPSP task 10,Source 200_20_150_9_D5.def task 10,36,,MEDIUM,TASK_6,Q3:3,"PROJECT_COMPLETION:0.00606061,Q3_DELIVERY_COMPLETION:0.04761905"
TASK_11,MSRCPSP task 11,Source 200_20_150_9_D5.def task 11,38,,MEDIUM,"TASK_10,TASK_6",Q8:2,"PROJECT_COMPLETION:0.00606061,Q8_DELIVERY_COMPLETION:0.04761905"
TASK_12,MSRCPSP task 12,Source 200_20_150_9_D5.def task 12,9,,MEDIUM,TASK_6,Q3:1,"PROJECT_COMPLETION:0.00606061,Q3_DELIVERY_COMPLETION:0.04761905"
