resourceId,resourceName,resourceType,capacity,skills,currentLoad,availabilityFrom,availabilityTo,availableHours,costPerHour
RES_1,MSRCPSP Resource 1,HUMAN,206,"Q0:2, Q1:2, Q5:2, Q4:3, Q2:3, Q8:3",0,2026-04-01,2026-04-30,206,10.3
RES_2,MSRCPSP Resource 2,HUMAN,206,"Q5:2, Q0:2, Q7:2, Q4:1, Q6:2, Q3:1",0,2026-04-01,2026-04-30,206,20.4
RES_3,MSRCPSP Resource 3,HUMAN,206,"Q5:2, Q7:2, Q4:1, Q2:2, Q8:3, Q6:3",0,2026-04-01,2026-04-30,206,12.0
RES_4,MSRCPSP Resource 4,HUMAN,206,"Q2:2, Q4:2, Q3:1, Q6:1, Q7:2, Q8:2",0,2026-04-01,2026-04-30,206,28.5
RES_5,MSRCPSP Resource 5,HUMAN,206,"Q1:3, Q0:3, Q3:2, Q2:3, Q8:3, Q4:2",0,2026-04-01,2026-04-30,206,24.4
RES_6,MSRCPSP Resource 6,HUMAN,206,"Q0:2, Q6:1, Q2:3, Q1:2, Q8:3, Q4:1",0,2026-04-01,2026-04-30,206,34.6
RES_7,MSRCPSP Resource 7,HUMAN,206,"Q7:3, Q8:1, Q6:1, Q5:3, Q0:3, Q1:3",0,2026-04-01,2026-04-30,206,28.3
RES_8,MSRCPSP Resource 8,HUMAN,206,"Q4:2, Q5:1, Q7:1, Q2:1, Q6:2, Q1:3",0,2026-04-01,2026-04-30,206,26.0
RES_9,MSRCPSP Resource 9,HUMAN,206,"Q5:2, Q6:3, Q7:2, Q3:1, Q8:3, Q1:1",0,2026-04-01,2026-04-30,206,10.5
RES_10,MSRCPSP Resource 10,HUMAN,206,"Q1:3, Q7:2, Q4:2, Q8:3, Q3:3, Q6:3",0,2026-04-01,2026-04-30,206,22.2
